Company_Code,Vendor_Number,Clearing_Date,Clearing_Document_Number,Assignment_Number,Fiscal_Year,Accounting_Document_Number,Line_Item_Number,Posting_Date,Document_Date,Currency_Key,Reference_Document_Number,Document_Type,Debit_Credit_Indicator,Amount_Local_Currency,Amount_Document_Currency,Line_Item_Text,GL_Account,special_gl_transaction_type,special_gl_indicator,Baseline_Date_For_Payment,Payment_Terms,Withholding_Tax_Base_Amount,Withholding_Tax_Amount,withholding_tax_type,withholding_tax_code,tax_base_percentage,tds_rate,tds_description,Classification,Document_Status,TDS_InitialObservation,Potential_Missed_TDS_Flag,Initial_Observation,Clearing_Group_ID,TDS_CASE_ID
1001,DIA00483AA,2025-12-12,2610487526,,2026,3189188005,001,2025-12-09,2025-11-10,INR,GST-25-26/001756,RE,H,-372419,-372419,CLMS-OCT-25,0016060005,,,2025-12-09,C005,321051.64,6422,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610487526,4218d1bd3c95446d62e9b9b5d144d2577277e2e3c14f8566963fb29fca3f5098
1001,DIA00483AA,2025-12-30,2610513277,,2026,3189841645,001,2025-12-29,2025-12-05,INR,GST-25-26/001925,RE,H,-932605,-932605,CLMS-NOV-25,0016060005,,,2025-12-29,C005,803970.22,16080,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610513277,034a65725be1588a829210ba00b1e66e33de62a49b050a74a9a2fa23f3375894
1001,DIA00483AA,2025-12-30,2610513277,,2026,3189841652,001,2025-12-29,2025-12-05,INR,GST-25-26/001926,RE,H,-598763,-598763,CLMS-NOV-25,0016060005,,,2025-12-29,C005,516175.32,10324,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610513277,d494980b302f5b4a0d050ce13b3c9f42d68733e0936f4b55bf52e7f29aabcb47
1001,DIA00483AA,2025-12-30,2610513277,,2026,3189841659,001,2025-12-29,2025-12-05,INR,GST-25-26/001930,RE,H,-470922,-470922,CLMS-NOV-25,0016060005,,,2025-12-29,C005,405967.58,8120,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610513277,fc61c86e141b280493391c881e8f2f03a97a262889ed8ea69981e369ce4ca820
1001,DIA00483AA,2025-12-30,2610513277,,2026,3189841688,001,2025-12-29,2025-12-05,INR,GST-25-26/001927,RE,H,-2995581,-2995581,CLMS-NOV-25,0016060005,,,2025-12-29,C005,2582397.36,51648,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610513277,d09f804eac3596fa9c8a6e7eff8aaff493158c861de094697a70643f66065588
1001,DIA00483AA,2025-12-30,2610513277,,2026,3189841695,001,2025-12-29,2025-12-05,INR,GST-25-26/001927,RE,H,-327356,-327356,CLMS-NOV-25,0016060005,,,2025-12-29,C005,282204.1,5645,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610513277,931000fa6145874aa0531ca19bf10e4fb80a9b333c656e57e35eb0b9740046a9
1001,DIA00483AA,2026-02-03,2610564208,,2026,3190795402,001,2026-01-30,2026-01-05,INR,GST-25-26/002130,RE,H,-483709.38,-483709.38,CLMS-DEC-25,0016060005,,,2026-01-30,C005,416991,8340,CI,C1,100,2,Cont. Cos - 2%-New Sec-393(1)6(i),INVOICE,CLEARED,TDS_EXISTS,N,TDS exists on invoice,1001|2026|2610564208,280309bcd2d9933a10ea3287e42172554223a2909c61d0e60e008d7a869ec1dd
1001,DIA00483AA,2026-02-03,2610564208,,2026,3190795413,001,2026-01-30,2026-01-05,INR,GST-25-26/002133,RE,H,-440791,-440791,CLMS-DEC-25,0016060005,,,2026-01-30,C005,379992.26,7600,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610564208,9c5e4b0daeab3af4475177780a687e03f02efaaad0b19a5706bd4e84f36ef4bf
1001,DIA00483AA,2026-02-03,2610564208,,2026,3190795426,001,2026-01-30,2026-01-05,INR,GST-25-26/002131,RE,H,-1353430,-1353430,CLMS-DEC-25,0016060005,,,2026-01-30,C005,1166750,23335,CI,C1,100,2,Cont. Cos - 2%-New Sec-393(1)6(i),INVOICE,CLEARED,TDS_EXISTS,N,TDS exists on invoice,1001|2026|2610564208,1d1e567ce83b7e674a5223631428d71325175b98ba0c148d6f2a92719d44b75c
1001,DIA00483AA,2026-02-03,2610564208,,2026,3190795484,001,2026-01-30,2026-01-05,INR,GST-25-26/002132,RE,H,-3180099,-3180099,CLMS-DEC-25,0016060005,,,2026-01-30,C005,2741465.12,54830,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610564208,64a4f82d37454c1966a4d4a988c26627073abfcada0cd7eeb6602cc4035f6e29
1001,DIA00483AA,2026-02-03,2610564208,,2026,3190795488,001,2026-01-30,2026-01-05,INR,GST-25-26/002132,RE,H,-365200,-365200,CLMS-DEC-25,0016060005,,,2026-01-30,C005,314827.96,6297,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610564208,a32c98cc7e57c703f6478c46fd5f0b7f5f704ab1f30016ace10472826f9fb32c
1001,DIA00483AA,2026-03-20,2610630396,,2026,3192474806,001,2026-03-18,2025-11-10,INR,GST-25-26/001760,RE,H,-8998.44,-8998.44,OT-OCT-25,0016060005,,,2026-03-18,C005,7758,156,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610630396,e1378126c4672c0b40fcda6a78cce5497dc73a9884fba509be1c9981dbc8bd11
1001,DIA00483AA,2026-03-20,2610630396,,2026,3192474816,001,2026-03-18,2025-09-09,INR,GST-25-26/001201,RE,H,-1231.16,-1231.16,OT-AUG-25,0016060005,,,2026-03-18,C005,1062,22,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610630396,76ccdfcded920596e06c1cda8cd7a77ee6e805a727cae4fff92939a5165660ac
1001,DIA00483AA,2026-03-20,2610630396,,2026,3192474821,001,2026-03-18,2026-01-06,INR,GST-25-26/002166,RE,H,-25520,-25520,Machine Rent-Dec-25,0016060005,,,2026-03-18,C005,22000,440,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610630396,7af51ff736ed1685fd6b61571b22841c9aff334ffe7ded384174f73025d4278a
1001,DIA00483AA,2026-03-20,2610630396,,2026,3192474829,001,2026-03-18,2025-08-11,INR,GST-25-26/000986,RE,H,-11499.52,-11499.52,OT-APR-25,0016060005,,,2026-03-18,C005,9914,199,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610630396,6ba08261f0b5bd287afc6fe1decd2b155c5ce3042e2ed3177415c4fe5dbbf889
1001,DIA00483AA,2026-03-20,2610630396,,2026,3192474837,001,2026-03-18,2025-11-10,INR,GST-25-26/001753,RE,H,-23589.48,-23589.48,OT-OCT-25,0016060005,,,2026-03-18,C005,20336,407,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610630396,68107d8a5f5dc4ebc0ec9f40f11fccf9f904a32188af7842ee11fa8e9520e99c
1001,DIA00483AA,2026-03-20,2610630396,3400817591,2026,3192474853,001,2026-03-18,2025-08-11,INR,GST-25-26/000981,RE,H,-2176,-2176,OT-JULY-25,0016060005,,,2026-03-18,C005,1876.14,38,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610630396,3204075354babba0a206e31c4d1ff328fae0b10ad518ad92010d6bc2d361a577
1001,DIA00483AA,2026-03-20,2610630396,3400826397,2026,3192474875,001,2026-03-18,2025-11-10,INR,GST-25-26/001758,RE,H,-7444,-7444,Dri.ODD-OCT-25,0016060005,,,2026-03-18,C005,6417.76,129,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610630396,85867920e39edf6a3aa2c002ef535bf5e8216b578caee1efaa150d67566083bc
1001,DIA00483AA,2026-03-20,2610630396,3400817591,2026,3192474895,001,2026-03-18,2025-08-11,INR,GST-25-26/000979,RE,H,-3828,-3828,Dri.ODD-JULY-25,0016060005,,,2026-03-18,C005,3300,66,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610630396,404a533e63431ecbf27ed70e973dff34b72cfdd3e10778370e789e8b93a7acfa
1001,DIA00483AA,2026-03-20,2610630396,3400823560,2026,3192474909,001,2026-03-18,2025-10-10,INR,GST-25-26/001485,RE,H,-3480,-3480,Dri.ODD-SEPT-25,0016060005,,,2026-03-18,C005,3000,60,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610630396,b3b5e0f29065a582853099ed39c6c697672a339a3a2ee8d568b6b6b6f6258b91
1001,DIA00483AA,2026-03-20,2610630396,3400845871,2026,3192474972,001,2026-03-18,2025-12-09,INR,GST-25-26/001985,RE,H,-49897,-49897,Future Generali Insurance-02-12-2025 TO 01-12-2026,0016060005,,,2026-03-18,C005,43015.12,861,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610630396,2aafe78ae3b0439aeacb380b93f697fb819ef67fabac086bcd85225b7810ae6c
1001,DIA00483AA,2026-03-20,2610630396,3400845871,2026,3192474982,001,2026-03-18,2025-12-09,INR,GST-25-26/001985,RE,H,-2935,-2935,Future Generali Insurance-02-12-2025 TO 01-12-2026,0016060005,,,2026-03-18,C005,2530.42,51,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610630396,e388783c64591a07f86a36e730598e906a0e9d9a1c2b8314298ed96247bb4679
1001,DIA00483AA,2026-03-27,2610641826,,2026,3192708606,001,2026-03-25,2025-11-10,INR,GST-25-26/001757,RE,H,-527614,-527614,OT-OCT-25,0016060005,,,2026-03-25,C005,454839.8,9097,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610641826,f959a6c6b76dfa96ccca0ec766c66bf1dbaaa59cd1f96b1dc2abaca5ae150fd9
1001,DIA00483AA,2026-03-27,2610641826,,2026,3192708609,001,2026-03-25,2025-11-10,INR,GST-25-26/001757,RE,H,-33205,-33205,OT-OCT-25,0016060005,,,2026-03-25,C005,28625.32,573,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610641826,5d585e767d79a4fa6597132005cb9d2c4c736d42184cc4fad416998a17a5cb42
1001,DIA00483AA,2026-03-27,2610641826,,2026,3192708621,001,2026-03-25,2025-08-11,INR,GST-25-26/000978,RE,H,-91674,-91674,OT-JULY-25,0016060005,,,2026-03-25,C005,79029.6,1581,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610641826,0a45538f64100c79867092320e1e6cfaf4cf3cd9a70947a5610a636269d826a2
1001,DIA00483AA,2026-03-27,2610641826,,2026,3192708626,001,2026-03-25,2025-08-11,INR,GST-25-26/000978,RE,H,-265623,-265623,OT-JULY-25,0016060005,,,2026-03-25,C005,228985.52,4580,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610641826,926b44f125329fcdff4d5c4d2c0a5a747d6b1af74ec006e41eed0e6849f0d9f2
1001,DIA00483AA,2026-02-23,5000994905,Addiraj Manpower S,2026,5000994905,002,2026-02-23,2026-02-15,INR,DIA00483AA-SE-22,TP,H,-13620.62,-13620.62,F-26 ITC Mis Match interest Recovery AD,0016060005,,,2026-02-15,,0,0,,,,,,OTHER,CLEARED,NO_TDS_FOUND,N,Review Required,1001|2026|5000994905,51edd5cc5211f3e041153e1c3538bb5e70eb909ba31b7bc13524357d729c8dd9
1001,DIA00483AA,2026-02-23,5000994921,Addiraj Manpower S,2026,5000994921,002,2026-02-23,2026-02-15,INR,DIA00483AA-SE-25,TP,H,-928.19,-928.19,F-26 ITC Mis Match interest Recovery AD,0016060005,,,2026-02-15,,0,0,,,,,,OTHER,CLEARED,NO_TDS_FOUND,N,Review Required,1001|2026|5000994921,b6938680799962adc26dd2ad9dd4d31ebe3147b2c8305aba1e6f1ce22f79f5c5
1001,DIA00483AA,2026-03-10,2610618501,,2026,2610618501,001,2026-03-10,2026-03-10,INR,,KZ,S,4176055,4176055,,0016060001,,,2026-03-10,,3600048,0,,,,,,PAYMENT,CLEARED,NO_TDS_FOUND,N,Review Required,1001|2026|2610618501,402ef4476d202c764946177fed045bc171fbeabacae9181b3598f6b7edce0e44
1001,DIA00483AA,2026-03-10,2610618501,,2026,2610618501,002,2026-03-10,2026-03-10,INR,,KZ,H,-13620.62,-13620.62,,0016060005,,,2026-03-10,,0,0,,,,,,OTHER,CLEARED,NO_TDS_FOUND,N,Review Required,1001|2026|2610618501,140dcabe8a05320540c13737c6502651c97efce8409bb8df985821e4d5f444f0
1001,DIA00483AA,2026-03-10,2610618501,,2026,2610618501,003,2026-03-10,2026-03-10,INR,,KZ,H,-928.19,-928.19,,0016060005,,,2026-03-10,,0,0,,,,,,OTHER,CLEARED,NO_TDS_FOUND,N,Review Required,1001|2026|2610618501,6e3f8df542f396d4a810e5a8ac33e64ac10d75ed116697fef6a930b5a4bf10c1
1001,DIA00483AA,2026-03-10,2610618501,,2026,2610618501,004,2026-03-10,2026-03-10,INR,,KZ,S,2150405.46,2150405.46,,0016060005,,,2026-03-10,,1853799.28,0,,,,,,PAYMENT,CLEARED,NO_TDS_FOUND,N,Review Required,1001|2026|2610618501,24a341808b63752170709a41549b6f798831463c6d2980effa2f13d09a8f0f6b
1001,DIA00483AA,2026-03-10,2610618501,,2026,3191845332,001,2026-02-28,2025-11-10,INR,GST-25-26/001752,RE,H,-18898,-18898,"Diwali paid Holidays-21st, 22nd & 23rd Oct-25",0016060005,,,2026-02-28,C005,16291.44,326,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610618501,34085a880f7ebc859ed0c20464a240937cfc4b3cb8fe36848c4dbdfcc1bb3eb9
1001,DIA00483AA,2026-03-10,2610618501,,2026,3191845334,001,2026-02-28,2025-11-10,INR,GST-25-26/001752,RE,H,-418,-418,"Diwali paid Holidays-21st, 22nd & 23rd Oct-25",0016060005,,,2026-02-28,C005,360.84,8,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610618501,bbb9253990a0ee9fe0a9daae1bdf669404ef30861936d18d8823a7e7456134b8
1001,DIA00483AA,2026-03-10,2610618501,,2026,3192173660,001,2026-03-10,2026-02-09,INR,GST-25-26/002410,RE,H,-496616.24,-496616.24,CLMS-JAN-26,0016060005,,,2026-03-10,C005,428118,8563,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610618501,92fe314f306d6c1aca8fe773df5e5db76e20358bf01eaba13ce0df3a4679abe3
1001,DIA00483AA,2026-03-10,2610618501,,2026,3192173663,001,2026-03-10,2026-02-09,INR,GST-25-26/002411,RE,H,-1634473.22,-1634473.22,CLMS-JAN-26,0016060005,,,2026-03-10,C005,1409029,28181,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610618501,589ef784983d92f36386959092c682e770eca77573a627f009afdbd8fc80e6b5
1001,DIA00483AA,2026-03-10,2610618501,3400845340,2026,3192173687,001,2026-03-10,2026-02-09,INR,GST-25-26/002412,RE,H,-3355330,-3355330,CLMS-JAN-26,0016060001,,,2026-03-10,C005,2892526.14,57851,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610618501,de202d853e8b2b393b27e15d76666326818418612c3e5b317cf7f83404f36805
1001,DIA00483AA,2026-03-10,2610618501,3400845340,2026,3192173693,001,2026-03-10,2026-02-09,INR,GST-25-26/002412,RE,H,-343110,-343110,CLMS-JAN-26,0016060001,,,2026-03-10,C005,295784.7,5916,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610618501,343103e0eaa0e59a86b8cc3767a46246aeb3bdc7b3d8957bb21dae638a2fdeeb
1001,DIA00483AA,2026-03-10,2610618501,3400845340,2026,3192173729,001,2026-03-10,2026-02-09,INR,GST-25-26/002413,RE,H,-477615,-477615,CLMS-JAN-26,0016060001,,,2026-03-10,C005,411737.16,8235,,,,,,INVOICE,CLEARED,NO_TDS_FOUND,Y,Potential missed TDS candidate,1001|2026|2610618501,84dfaea95fb6d2cc116726798327dd0468a1145e5153bbbbcf7d31516b650e0d
1001,DIA00483AA,2026-03-10,2610618501,Addiraj Manpower S,2026,5000995306,002,2026-02-23,2026-02-15,INR,DIA00483AA-SE-22,TP,S,13620.62,13620.62,F-26 ITC Mis Match interest Recovery AD,0016060005,,,2026-02-15,,0,0,,,,,,OTHER,CLEARED,NO_TDS_FOUND,N,Review Required,1001|2026|2610618501,00c6ea1ab1eabe101bc87018b7581c7951d6877ab66a35c5f43b5537485ff6e2
1001,DIA00483AA,2026-03-10,2610618501,Addiraj Manpower S,2026,5000995307,002,2026-02-23,2026-02-15,INR,DIA00483AA-SE-25,TP,S,928.19,928.19,F-26 ITC Mis Match interest Recovery AD,0016060005,,,2026-02-15,,0,0,,,,,,OTHER,CLEARED,NO_TDS_FOUND,N,Review Required,1001|2026|2610618501,cccedf219b43ec9abd95ace228378b7306bf21effc26be1c7be43db1e1e5a4f9
